,Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Set,Title,familyType
591,1.0,1,female,52.0,78.2667,D,C,train, Mrs,Small_Family
592,0.0,3,male,47.0,7.25,U,S,train, Mr,Single
593,0.0,3,female,29.881137667304014,7.75,U,Q,train, Miss,Small_Family
594,0.0,2,male,37.0,26.0,U,S,train, Mr,Small_Family
595,0.0,3,male,36.0,24.15,U,S,valid, Mr,Small_Family
596,1.0,2,female,29.881137667304014,33.0,U,S,train, Miss,Single
597,0.0,3,male,49.0,0.0,U,S,train, Mr,Single
598,0.0,3,male,29.881137667304014,7.225,U,C,train, Mr,Single
599,1.0,1,male,49.0,56.9292,A,C,valid, Sir,Small_Family
600,1.0,2,female,24.0,27.0,U,S,train, Mrs,Small_Family
601,0.0,3,male,29.881137667304014,7.8958,U,S,train, Mr,Single
602,0.0,1,male,29.881137667304014,42.4,U,S,train, Mr,Single
603,0.0,3,male,44.0,8.05,U,S,train, Mr,Single
604,1.0,1,male,35.0,26.55,U,C,train, Mr,Single
605,0.0,3,male,36.0,15.55,U,S,train, Mr,Small_Family
606,0.0,3,male,30.0,7.8958,U,S,train, Mr,Single
607,1.0,1,male,27.0,30.5,U,S,train, Mr,Single
608,1.0,2,female,22.0,41.5792,U,C,train, Mrs,Small_Family
609,1.0,1,female,40.0,153.4625,C,S,train, Miss,Single
610,0.0,3,female,39.0,31.275,U,S,train, Mrs,Large_Family
611,0.0,3,male,29.881137667304014,7.05,U,S,train, Mr,Single
612,1.0,3,female,29.881137667304014,15.5,U,Q,valid, Miss,Small_Family
613,0.0,3,male,29.881137667304014,7.75,U,Q,train, Mr,Single
614,0.0,3,male,35.0,8.05,U,S,train, Mr,Single
615,1.0,2,female,24.0,65.0,U,S,train, Miss,Small_Family
616,0.0,3,male,34.0,14.4,U,S,train, Mr,Small_Family
617,0.0,3,female,26.0,16.1,U,S,train, Mrs,Small_Family
618,1.0,2,female,4.0,39.0,F,S,train, Miss,Small_Family
619,0.0,2,male,26.0,10.5,U,S,valid, Mr,Single
620,0.0,3,male,27.0,14.4542,U,C,train, Mr,Small_Family
621,1.0,1,male,42.0,52.5542,D,S,train, Mr,Small_Family
622,1.0,3,male,20.0,15.7417,U,C,train, Mr,Small_Family
623,0.0,3,male,21.0,7.8542,U,S,train, Mr,Single
624,0.0,3,male,21.0,16.1,U,S,valid, Mr,Single
625,0.0,1,male,61.0,32.3208,D,S,train, Mr,Single
626,0.0,2,male,57.0,12.35,U,Q,train, Rev,Single
627,1.0,1,female,21.0,77.9583,D,S,train, Miss,Single
628,0.0,3,male,26.0,7.8958,U,S,train, Mr,Single
629,0.0,3,male,29.881137667304014,7.7333,U,Q,train, Mr,Single
630,1.0,1,male,80.0,30.0,A,S,train, Mr,Single
631,0.0,3,male,51.0,7.0542,U,S,train, Mr,Single
632,1.0,1,male,32.0,30.5,B,C,train, Dr,Single
633,0.0,1,male,29.881137667304014,0.0,U,S,train, Mr,Single
634,0.0,3,female,9.0,27.9,U,S,train, Miss,Large_Family
635,1.0,2,female,28.0,13.0,U,S,valid, Miss,Single
636,0.0,3,male,32.0,7.925,U,S,train, Mr,Single
637,0.0,2,male,31.0,26.25,U,S,train, Mr,Small_Family
638,0.0,3,female,41.0,39.6875,U,S,train, Mrs,Large_Family
639,0.0,3,male,29.881137667304014,16.1,U,S,train, Mr,Small_Family
640,0.0,3,male,20.0,7.8542,U,S,train, Mr,Single
641,1.0,1,female,24.0,69.3,B,C,valid, Mlle,Single
642,0.0,3,female,2.0,27.9,U,S,valid, Miss,Large_Family
643,1.0,3,male,29.881137667304014,56.4958,U,S,train, Mr,Single
644,1.0,3,female,0.75,19.2583,U,C,train, Miss,Small_Family
645,1.0,1,male,48.0,76.7292,D,C,train, Mr,Small_Family
646,0.0,3,male,19.0,7.8958,U,S,train, Mr,Single
647,1.0,1,male,56.0,35.5,A,C,train, Col,Single
648,0.0,3,male,29.881137667304014,7.55,U,S,train, Mr,Single
649,1.0,3,female,23.0,7.55,U,S,train, Miss,Single
650,0.0,3,male,29.881137667304014,7.8958,U,S,train, Mr,Single
651,1.0,2,female,18.0,23.0,U,S,train, Miss,Small_Family
652,0.0,3,male,21.0,8.4333,U,S,train, Mr,Single
653,1.0,3,female,29.881137667304014,7.8292,U,Q,train, Miss,Single
654,0.0,3,female,18.0,6.75,U,Q,train, Miss,Single
655,0.0,2,male,24.0,73.5,U,S,train, Mr,Small_Family
656,0.0,3,male,29.881137667304014,7.8958,U,S,train, Mr,Single
657,0.0,3,female,32.0,15.5,U,Q,train, Mrs,Small_Family
658,0.0,2,male,23.0,13.0,U,S,train, Mr,Single
659,0.0,1,male,58.0,113.275,D,C,valid, Mr,Small_Family
660,1.0,1,male,50.0,133.65,U,S,train, Dr,Small_Family
661,0.0,3,male,40.0,7.225,U,C,train, Mr,Single
662,0.0,1,male,47.0,25.5875,E,S,train, Mr,Single
663,0.0,3,male,36.0,7.4958,U,S,train, Mr,Single
664,1.0,3,male,20.0,7.925,U,S,train, Mr,Small_Family
665,0.0,2,male,32.0,73.5,U,S,train, Mr,Small_Family
666,0.0,2,male,25.0,13.0,U,S,train, Mr,Single
667,0.0,3,male,29.881137667304014,7.775,U,S,train, Mr,Single
668,0.0,3,male,43.0,8.05,U,S,train, Mr,Single
669,1.0,1,female,29.881137667304014,52.0,C,S,train, Mrs,Small_Family
670,1.0,2,female,40.0,39.0,U,S,train, Mrs,Small_Family
671,0.0,1,male,31.0,52.0,B,S,train, Mr,Small_Family
672,0.0,2,male,70.0,10.5,U,S,train, Mr,Single
673,1.0,2,male,31.0,13.0,U,S,train, Mr,Single
674,0.0,2,male,29.881137667304014,0.0,U,S,train, Mr,Single
675,0.0,3,male,18.0,7.775,U,S,train, Mr,Single
676,0.0,3,male,24.5,8.05,U,S,train, Mr,Single
677,1.0,3,female,18.0,9.8417,U,S,train, Miss,Single
678,0.0,3,female,43.0,46.9,U,S,train, Mrs,Large_Family
679,1.0,1,male,36.0,512.3292,B,C,train, Mr,Small_Family
680,0.0,3,female,29.881137667304014,8.1375,U,Q,train, Miss,Single
681,1.0,1,male,27.0,76.7292,D,C,train, Mr,Single
682,0.0,3,male,20.0,9.225,U,S,train, Mr,Single
683,0.0,3,male,14.0,46.9,U,S,train, Mr,Large_Family
684,0.0,2,male,60.0,39.0,U,S,train, Mr,Small_Family
685,0.0,2,male,25.0,41.5792,U,C,train, Mr,Small_Family
686,0.0,3,male,14.0,39.6875,U,S,train, Mr,Large_Family
687,0.0,3,male,19.0,10.1708,U,S,train, Mr,Single
688,0.0,3,male,18.0,7.7958,U,S,valid, Mr,Single
689,1.0,1,female,15.0,211.3375,B,S,train, Miss,Small_Family
690,1.0,1,male,31.0,57.0,B,S,train, Mr,Small_Family
691,1.0,3,female,4.0,13.4167,U,C,train, Miss,Small_Family
692,1.0,3,male,29.881137667304014,56.4958,U,S,train, Mr,Single
693,0.0,3,male,25.0,7.225,U,C,train, Mr,Single
694,0.0,1,male,60.0,26.55,U,S,train, Col,Single
695,0.0,2,male,52.0,13.5,U,S,train, Mr,Single
696,0.0,3,male,44.0,8.05,U,S,train, Mr,Single
697,1.0,3,female,29.881137667304014,7.7333,U,Q,train, Miss,Single
698,0.0,1,male,49.0,110.8833,C,C,train, Mr,Small_Family
699,0.0,3,male,42.0,7.65,F,S,train, Mr,Single
700,1.0,1,female,18.0,227.525,C,C,train, Mrs,Small_Family
701,1.0,1,male,35.0,26.2875,E,S,train, Mr,Single
702,0.0,3,female,18.0,14.4542,U,C,train, Miss,Small_Family
703,0.0,3,male,25.0,7.7417,U,Q,train, Mr,Single
704,0.0,3,male,26.0,7.8542,U,S,train, Mr,Small_Family
705,0.0,2,male,39.0,26.0,U,S,train, Mr,Single
706,1.0,2,female,45.0,13.5,U,S,train, Mrs,Single
707,1.0,1,male,42.0,26.2875,E,S,train, Mr,Single
708,1.0,1,female,22.0,151.55,U,S,train, Miss,Single
709,1.0,3,male,29.881137667304014,15.2458,U,C,train, Master,Small_Family
710,1.0,1,female,24.0,49.5042,C,C,train, Mlle,Single
711,0.0,1,male,29.881137667304014,26.55,C,S,train, Mr,Single
712,1.0,1,male,48.0,52.0,C,S,train, Mr,Small_Family
713,0.0,3,male,29.0,9.4833,U,S,train, Mr,Single
714,0.0,2,male,52.0,13.0,U,S,train, Mr,Single
715,0.0,3,male,19.0,7.65,F,S,train, Mr,Single
716,1.0,1,female,38.0,227.525,C,C,train, Miss,Single
717,1.0,2,female,27.0,10.5,E,S,train, Miss,Single
718,0.0,3,male,29.881137667304014,15.5,U,Q,train, Mr,Single
719,0.0,3,male,33.0,7.775,U,S,train, Mr,Single
720,1.0,2,female,6.0,33.0,U,S,train, Miss,Small_Family
721,0.0,3,male,17.0,7.0542,U,S,valid, Mr,Small_Family
722,0.0,2,male,34.0,13.0,U,S,train, Mr,Single
723,0.0,2,male,50.0,13.0,U,S,train, Mr,Single
724,1.0,1,male,27.0,53.1,E,S,train, Mr,Small_Family
725,0.0,3,male,20.0,8.6625,U,S,train, Mr,Single
726,1.0,2,female,30.0,21.0,U,S,train, Mrs,Small_Family
727,1.0,3,female,29.881137667304014,7.7375,U,Q,valid, Miss,Single
728,0.0,2,male,25.0,26.0,U,S,train, Mr,Small_Family
729,0.0,3,female,25.0,7.925,U,S,train, Miss,Small_Family
730,1.0,1,female,29.0,211.3375,B,S,train, Miss,Single
731,0.0,3,male,11.0,18.7875,U,C,train, Mr,Single
732,0.0,2,male,29.881137667304014,0.0,U,S,train, Mr,Single
733,0.0,2,male,23.0,13.0,U,S,train, Mr,Single
734,0.0,2,male,23.0,13.0,U,S,train, Mr,Single
735,0.0,3,male,28.5,16.1,U,S,train, Mr,Single
736,0.0,3,female,48.0,34.375,U,S,train, Mrs,Single
737,1.0,1,male,35.0,512.3292,B,C,train, Mr,Single
738,0.0,3,male,29.881137667304014,7.8958,U,S,train, Mr,Single
739,0.0,3,male,29.881137667304014,7.8958,U,S,train, Mr,Single
740,1.0,1,male,29.881137667304014,30.0,D,S,train, Mr,Single
741,0.0,1,male,36.0,78.85,C,S,valid, Mr,Small_Family
742,1.0,1,female,21.0,262.375,B,C,train, Miss,Single
743,0.0,3,male,24.0,16.1,U,S,train, Mr,Small_Family
744,1.0,3,male,31.0,7.925,U,S,train, Mr,Single
745,0.0,1,male,70.0,71.0,B,S,train, Capt,Small_Family
746,0.0,3,male,16.0,20.25,U,S,train, Mr,Small_Family
747,1.0,2,female,30.0,13.0,U,S,train, Miss,Single
748,0.0,1,male,19.0,53.1,D,S,valid, Mr,Small_Family
749,0.0,3,male,31.0,7.75,U,Q,train, Mr,Single
750,1.0,2,female,4.0,23.0,U,S,train, Miss,Small_Family
751,1.0,3,male,6.0,12.475,E,S,train, Master,Small_Family
752,0.0,3,male,33.0,9.5,U,S,valid, Mr,Single
753,0.0,3,male,23.0,7.8958,U,S,train, Mr,Single
754,1.0,2,female,48.0,65.0,U,S,train, Mrs,Small_Family
755,1.0,2,male,0.67,14.5,U,S,train, Master,Small_Family
756,0.0,3,male,28.0,7.7958,U,S,train, Mr,Single
757,0.0,2,male,18.0,11.5,U,S,train, Mr,Single
758,0.0,3,male,34.0,8.05,U,S,train, Mr,Single
759,1.0,1,female,33.0,86.5,B,S,train, the Countess,Single
760,0.0,3,male,29.881137667304014,14.5,U,S,train, Mr,Single
761,0.0,3,male,41.0,7.125,U,S,train, Mr,Single
762,1.0,3,male,20.0,7.2292,U,C,train, Mr,Single
763,1.0,1,female,36.0,120.0,B,S,train, Mrs,Small_Family
764,0.0,3,male,16.0,7.775,U,S,train, Mr,Single
765,1.0,1,female,51.0,77.9583,D,S,valid, Mrs,Small_Family
766,0.0,1,male,29.881137667304014,39.6,U,C,valid, Dr,Single
767,0.0,3,female,30.5,7.75,U,Q,train, Miss,Single
768,0.0,3,male,29.881137667304014,24.15,U,Q,valid, Mr,Small_Family
769,0.0,3,male,32.0,8.3625,U,S,train, Mr,Single
770,0.0,3,male,24.0,9.5,U,S,train, Mr,Single
771,0.0,3,male,48.0,7.8542,U,S,train, Mr,Single
772,0.0,2,female,57.0,10.5,E,S,train, Mrs,Single
773,0.0,3,male,29.881137667304014,7.225,U,C,train, Mr,Single
774,1.0,2,female,54.0,23.0,U,S,valid, Mrs,Single
775,0.0,3,male,18.0,7.75,U,S,train, Mr,Single
776,0.0,3,male,29.881137667304014,7.75,F,Q,train, Mr,Single
777,1.0,3,female,5.0,12.475,U,S,train, Miss,Single
778,0.0,3,male,29.881137667304014,7.7375,U,Q,train, Mr,Single
779,1.0,1,female,43.0,211.3375,B,S,train, Mrs,Small_Family
780,1.0,3,female,13.0,7.2292,U,C,train, Miss,Single
781,1.0,1,female,17.0,57.0,B,S,train, Mrs,Small_Family
782,0.0,1,male,29.0,30.0,D,S,train, Mr,Single
783,0.0,3,male,29.881137667304014,23.45,U,S,train, Mr,Small_Family
784,0.0,3,male,25.0,7.05,U,S,train, Mr,Single
785,0.0,3,male,25.0,7.25,U,S,train, Mr,Single
786,1.0,3,female,18.0,7.4958,U,S,train, Miss,Single
787,0.0,3,male,8.0,29.125,U,Q,train, Master,Large_Family
788,1.0,3,male,1.0,20.575,U,S,train, Master,Small_Family
789,0.0,1,male,46.0,79.2,B,C,train, Mr,Single
790,0.0,3,male,29.881137667304014,7.75,U,Q,train, Mr,Single
791,0.0,2,male,16.0,26.0,U,S,train, Mr,Single
792,0.0,3,female,29.881137667304014,69.55,U,S,train, Miss,Large_Family
793,0.0,1,male,29.881137667304014,30.6958,U,C,train, Mr,Single
794,0.0,3,male,25.0,7.8958,U,S,valid, Mr,Single
795,0.0,2,male,39.0,13.0,U,S,valid, Mr,Single
796,1.0,1,female,49.0,25.9292,D,S,train, Dr,Single
797,1.0,3,female,31.0,8.6833,U,S,train, Mrs,Single
798,0.0,3,male,30.0,7.2292,U,C,train, Mr,Single
799,0.0,3,female,30.0,24.15,U,S,train, Mrs,Small_Family
800,0.0,2,male,34.0,13.0,U,S,train, Mr,Single
801,1.0,2,female,31.0,26.25,U,S,train, Mrs,Small_Family
802,1.0,1,male,11.0,120.0,B,S,train, Master,Small_Family
803,1.0,3,male,0.42,8.5167,U,C,train, Master,Small_Family
804,1.0,3,male,27.0,6.975,U,S,train, Mr,Single
805,0.0,3,male,31.0,7.775,U,S,train, Mr,Single
806,0.0,1,male,39.0,0.0,A,S,valid, Mr,Single
807,0.0,3,female,18.0,7.775,U,S,train, Miss,Single
808,0.0,2,male,39.0,13.0,U,S,train, Mr,Single
809,1.0,1,female,33.0,53.1,E,S,train, Mrs,Small_Family
810,0.0,3,male,26.0,7.8875,U,S,train, Mr,Single
811,0.0,3,male,39.0,24.15,U,S,train, Mr,Single
812,0.0,2,male,35.0,10.5,U,S,train, Mr,Single
813,0.0,3,female,6.0,31.275,U,S,train, Miss,Large_Family
814,0.0,3,male,30.5,8.05,U,S,train, Mr,Single
815,0.0,1,male,29.881137667304014,0.0,B,S,train, Mr,Single
816,0.0,3,female,23.0,7.925,U,S,train, Miss,Single
817,0.0,2,male,31.0,37.0042,U,C,train, Mr,Small_Family
818,0.0,3,male,43.0,6.45,U,S,train, Mr,Single
819,0.0,3,male,10.0,27.9,U,S,train, Master,Large_Family
820,1.0,1,female,52.0,93.5,B,S,train, Mrs,Small_Family
821,1.0,3,male,27.0,8.6625,U,S,train, Mr,Single
822,0.0,1,male,38.0,0.0,U,S,train, Jonkheer,Single
823,1.0,3,female,27.0,12.475,E,S,train, Mrs,Small_Family
824,0.0,3,male,2.0,39.6875,U,S,train, Master,Large_Family
825,0.0,3,male,29.881137667304014,6.95,U,Q,valid, Mr,Single
826,0.0,3,male,29.881137667304014,56.4958,U,S,train, Mr,Single
827,1.0,2,male,1.0,37.0042,U,C,train, Master,Small_Family
828,1.0,3,male,29.881137667304014,7.75,U,Q,train, Mr,Single
829,1.0,1,female,62.0,80.0,B,S,train, Mrs,Single
830,1.0,3,female,15.0,14.4542,U,C,train, Mrs,Small_Family
831,1.0,2,male,0.83,18.75,U,S,train, Master,Small_Family
832,0.0,3,male,29.881137667304014,7.2292,U,C,train, Mr,Single
833,0.0,3,male,23.0,7.8542,U,S,train, Mr,Single
834,0.0,3,male,18.0,8.3,U,S,train, Mr,Single
835,1.0,1,female,39.0,83.1583,E,C,train, Miss,Small_Family
836,0.0,3,male,21.0,8.6625,U,S,valid, Mr,Single
837,0.0,3,male,29.881137667304014,8.05,U,S,train, Mr,Single
838,1.0,3,male,32.0,56.4958,U,S,train, Mr,Single
839,1.0,1,male,29.881137667304014,29.7,C,C,train, Mr,Single
840,0.0,3,male,20.0,7.925,U,S,train, Mr,Single
841,0.0,2,male,16.0,10.5,U,S,train, Mr,Single
842,1.0,1,female,30.0,31.0,U,C,train, Miss,Single
843,0.0,3,male,34.5,6.4375,U,C,train, Mr,Single
844,0.0,3,male,17.0,8.6625,U,S,train, Mr,Single
845,0.0,3,male,42.0,7.55,U,S,train, Mr,Single
846,0.0,3,male,29.881137667304014,69.55,U,S,train, Mr,Large_Family
847,0.0,3,male,35.0,7.8958,U,C,train, Mr,Single
848,0.0,2,male,28.0,33.0,U,S,train, Rev,Small_Family
849,1.0,1,female,29.881137667304014,89.1042,C,C,train, Mrs,Small_Family
850,0.0,3,male,4.0,31.275,U,S,train, Master,Large_Family
851,0.0,3,male,74.0,7.775,U,S,train, Mr,Single
852,0.0,3,female,9.0,15.2458,U,C,train, Miss,Small_Family
853,1.0,1,female,16.0,39.4,D,S,train, Miss,Small_Family
854,0.0,2,female,44.0,26.0,U,S,valid, Mrs,Small_Family
855,1.0,3,female,18.0,9.35,U,S,train, Mrs,Small_Family
856,1.0,1,female,45.0,164.8667,U,S,train, Mrs,Small_Family
857,1.0,1,male,51.0,26.55,E,S,train, Mr,Single
858,1.0,3,female,24.0,19.2583,U,C,train, Mrs,Small_Family
859,0.0,3,male,29.881137667304014,7.2292,U,C,train, Mr,Single
860,0.0,3,male,41.0,14.1083,U,S,valid, Mr,Small_Family
861,0.0,2,male,21.0,11.5,U,S,valid, Mr,Small_Family
862,1.0,1,female,48.0,25.9292,D,S,train, Mrs,Single
863,0.0,3,female,29.881137667304014,69.55,U,S,train, Miss,Large_Family
864,0.0,2,male,24.0,13.0,U,S,train, Mr,Single
865,1.0,2,female,42.0,13.0,U,S,valid, Mrs,Single
866,1.0,2,female,27.0,13.8583,U,C,train, Miss,Small_Family
867,0.0,1,male,31.0,50.4958,A,S,train, Mr,Single
868,0.0,3,male,29.881137667304014,9.5,U,S,train, Mr,Single
869,1.0,3,male,4.0,11.1333,U,S,train, Master,Small_Family
870,0.0,3,male,26.0,7.8958,U,S,train, Mr,Single
871,1.0,1,female,47.0,52.5542,D,S,train, Mrs,Small_Family
872,0.0,1,male,33.0,5.0,B,S,train, Mr,Single
873,0.0,3,male,47.0,9.0,U,S,train, Mr,Single
874,1.0,2,female,28.0,24.0,U,C,train, Mrs,Small_Family
875,1.0,3,female,15.0,7.225,U,C,train, Miss,Single
876,0.0,3,male,20.0,9.8458,U,S,train, Mr,Single
877,0.0,3,male,19.0,7.8958,U,S,train, Mr,Single
878,0.0,3,male,29.881137667304014,7.8958,U,S,valid, Mr,Single
879,1.0,1,female,56.0,83.1583,C,C,train, Mrs,Small_Family
880,1.0,2,female,25.0,26.0,U,S,train, Mrs,Small_Family
881,0.0,3,male,33.0,7.8958,U,S,train, Mr,Single
882,0.0,3,female,22.0,10.5167,U,S,train, Miss,Single
883,0.0,2,male,28.0,10.5,U,S,train, Mr,Single
884,0.0,3,male,25.0,7.05,U,S,train, Mr,Single
885,0.0,3,female,39.0,29.125,U,Q,train, Mrs,Large_Family
886,0.0,2,male,27.0,13.0,U,S,train, Rev,Single
887,1.0,1,female,19.0,30.0,B,S,train, Miss,Single
888,0.0,3,female,29.881137667304014,23.45,U,S,train, Miss,Small_Family
889,1.0,1,male,26.0,30.0,C,C,train, Mr,Single
890,0.0,3,male,32.0,7.75,U,Q,train, Mr,Single
